ARTIST,SONG
"Libertines, The",Can't Stand Me Now
"Libertines, The",Don't Look Back Into The Sun
"Libertines, The",What Became Of The Likely Lads
Liberty,Doing It
Liberty,Thinkin It Over
Liberty X,"Night To Remember, A"
Liberty X,A Night To Remember
Liberty X,Doing It
Liberty X,Everybody Cries
Liberty X,Everybody Cries.1
Liberty X,Got To Have Your Love
Liberty X,Got To Have Your Love (Vocal)
Liberty X,Holding On For You
Liberty X,Holding On For You (Vocal)
Liberty X,Holding On To You
Liberty X,Jumpin
Liberty X,Jumpin'
Liberty X,Just A Little
Liberty X,Just A Little (Vocal)
Liberty X,Night To Remember
Liberty X,Song 4 Lovers
Liberty X,Then There Was You
Libido,En Esta Habitacion
"Libs, Ad",Boy From New York City
Licence To Kill,Glady's Knight
Licero,Tu Carcel
Lido Shuffle,"Scaggs, Boz"
"Liesching, Adrienne & Geoff Moore",In Christ Alone
Life #9,"McBride, Martina"
Life For Rent,Dido
Life Is But A Dream,"Harptones, The"
Life Is But A Dream (Slow Version),"Harptones, The"
Life Turned Her That Way,"Shelton, Ricky Van"
Lifehouse,All In
Lifehouse,All In All
Lifehouse,All In All (Vocal)
Lifehouse,Blind
Lifehouse,Blind (Vocal)
Lifehouse,Breathe
Lifehouse,Breathing
Lifehouse,Broken
Lifehouse,Broken (Vocal)
Lifehouse,Dig In
Lifehouse,Falling In
Lifehouse,First Time
Lifehouse,First Time (Vocal)
Lifehouse,Halfway Gone
Lifehouse,Halfway Gone (Vocal)
Lifehouse,Hanging By A Moment
Lifehouse,Hanging By A Moment (Vocal)
Lifehouse,Just Another Name
Lifehouse,Sick Cycle Carousel
Lifehouse,Spin
Lifehouse,Take Me Away
Lifehouse,Take Me Away (Remix Edit)
Lifehouse,Whatever It Takes
Lifehouse,Whatever It Takes (Vocal)
Lifehouse,You & Me
Lifehouse,You & Me (Vocal)
Lifehouse,You 7 Me
Lifehouse,You And Me
Lifehouse Vocal,Broken
Lifehouse Wvocal,All In All
Lifehouse Wvocal,Broken
Lifehouse Wvocal,Whatever It Takes
Life's A Dance,"Montgomery, John Michael"
Life's Highway,"Wariner, Steve"
Lifestyles Of The Not So Rich & Famous,"Byrd, Tracy"
Lifestyles Of The Rich And Famous,Good Charlotte
Lifhouse,Hanging By A Moment
Light In The Piazza,"Light In The Piazza, The"
Light In The Piazza,La Passeggiata
"Light In Your Eyes, The","Rimes, Leann"
Light Of The World,London Town
Light On,"Cook, David Wvocal"
"Light, Jan",Mr. Big Stuff
"Lightening Seeds, The",Lucky You
Lighter Shade Of Blue,"McEntire, Reba"
"Lightfoot, Gordon","Circle Is Small, The"
"Lightfoot, Gordon",Baby Step Back
"Lightfoot, Gordon",Beautiful
"Lightfoot, Gordon",Bitter Green
"Lightfoot, Gordon",Canadian Railroad Trilogy
"Lightfoot, Gordon",Carefree Highway
"Lightfoot, Gordon",Cotton Jenny
"Lightfoot, Gordon",Daylight Katy
"Lightfoot, Gordon",Don Quixote
"Lightfoot, Gordon",Early Mornin Rain
"Lightfoot, Gordon",For Lovin' Me Did She Mention My Name Medley
"Lightfoot, Gordon",Go-Go Round
"Lightfoot, Gordon",I'm Not Sayin' Ribbon Of Darkness Medley
"Lightfoot, Gordon",If You Could Read My Mind
"Lightfoot, Gordon",Inspiration Lady
"Lightfoot, Gordon",Pussy Willows Cat Tails
"Lightfoot, Gordon",Race Among The Ruins
"Lightfoot, Gordon",Rainy Day People
"Lightfoot, Gordon",Song For A Winter's Night
"Lightfoot, Gordon",Summer Side Of Life
"Lightfoot, Gordon",Sun Down
"Lightfoot, Gordon",Sundown
"Lightfoot, Gordon",Wreck Of The Edmond Fitzgerald
"Lightfoot, Gordon",Wreck Of The Edmund Fitzgerald
"Lightfoot, Gordon",You Are What I Am
Lighthouse,One Fine Morning
Lighthouse Family,Lifted
Lighthouse Family,Postcards From Heaven
Lighthouse Family,Run
"Lighthouse Family, The",High
"Lighthouse Family, The",Lifted
"Lighthouse Family, The",Lost In Space
"Lighthouse Family, The",Ocean Drive
"Lighthouse Family, The",Question Of Faith
"Lighthouse Family, The",Rain Cloud
"Lighthouse Family, The",Raincloud
"Lightman, Toby",Devils & Angels
"Lightman, Toby",Holding Me Down
"Lightman, Toby",Holding Me Down (Vocal)
"Lightman, Toby",Operator
"Lightman, Toby",Real Love
"Lightman, Toby Wvocals",Holding Me Down
Lightning Seeds,Change
Lightning Seeds,Life Of Riley
Lightning Seeds,Lucky You
Lightning Seeds,Perfect
Lightning Seeds,Pure
Lightning Seeds,Ready Or Not
Lightning Seeds,Sugar Coated Iceberg
Lightning Seeds,Three Lions
Lights,Ellie Goulding
Like A Prayer,Madonna
Like A Stone,Audioslave
Like A Virgin,Madonna
Like I Love You,"Timberlake, Justin"
Like The Rain,"Black, Clint"
Like We Never Had A Broken Heart,"Yearwood, Trisha"
LIKE WE NEVER LOVED AT ALL,FAITH HILL
Lil Boosie & Foxx & Webbie,Wipe Me Down
Lil Boosie & Foxx & Webbie,Wipe Me Down (Vocal)
Lil Boosie W- Foxx & Webbie,Wipe Me Down
Lil Boosie W- Foxx & Webbie W- Vocal,Wipe Me Down
Lil Boosie Webbie And Phat,Independent
Lil Bow Wow,Basketball
Lil Bow Wow,Bow Wow
Lil Bow Wow,Bow Wow (That's My Name)
Lil Bow Wow,Bow Wow (That's My Name) (Vocal)
Lil Bow Wow,Bow Wow Wow (That's My Name)
Lil' Bow Wow,Bow Wow (That's My Name)
Lil' Bow Wow Wvocal,Bow Wow (That's My Name)
Lil Chris,Checkin' It Out
Lil Chris,Figure It Out
Lil' Chris,Checkin' It Out
Lil Chris Wvocal,Checkin' It Out
Lil Chris Wvocal,Figure It Out
LIL FLIP,GAME OVER
LIL FLIP,SUNSHINE
Lil Flip,Game Over
Lil Flip,Game Over (Vocal)
Lil Flip,Sunshine
Lil Flip,Sunshine (Vocal)
Lil' Flip,Game Over
Lil' Flip,Sunshine
Lil Flip & Lea,Sunshine
Li'l Flip Feat Lea,Sunshine
Lil John,Lovers & Friends
Lil John & The East Side Boyz,I Don’t Give A Fuck
Lil John And The East Side Boyz,Get Low
Lil John And The East Side Boyz,I Dont Give A Fuck
Lil John And The East Side Boyz,What U Gon Do
Lil Jon & 3OH!3,Hey
Lil Jon & 3OH!3,Hey (Vocal)
Lil Jon & 3OH!3 Wvocal,Hey
Lil Jon & 3OH3!,Hey
Lil Jon & 3OH3!,Hey (Vocal)
Lil Jon & E40 & Sean Paul,Snap Yo Fingers
Lil Jon & E40 & Sean Paul Wvocal,Snap Yo Fingers
Lil Jon & The  Eastside Boyz,What U Goin' Do
Lil Jon & The East Side Boys,I Don't Give A F#ck
Lil Jon & The East Side Boyz & Usher & Ludacris,Lovers And Friends
Lil Jon & The East Side Boyz & Ying Yang Twins,Get Low
Lil Jon & The Eastside Boys & Ying Yang Twins,Get Low
Lil Jon & The Eastside Boyz,Get Low
Lil Jon & The Eastside Boyz,I Don't Give A F#ck
Lil Jon & The Eastside Boyz,What U Gon' Do
Lil Jon & The Eastside Boyz,What U Gon' Do (Vocal)
Lil' Jon & The Eastside Boyz,What U Gon' Do
Lil Jon & Trick Daddy,Letæs Go
Lil Jon & Trick Daddy,Let's Go
Lil Jon & Usher & Ludacris,Lovers & Friends
Lil Jon & Usher & Ludacris,Lovers & Friends (Vocal)
Lil Jon & Usher & Ludacris,Lovers And Friends
Lil' Jon & Usher & Ludacris,Lovers & Friends
Lil Jon And Usher And Ludacris,Lovers And Friends
Lil' Kee,Buss It Wide Open
Lil Kim,"Jump Off, The"
Lil Kim,Jump Off
Lil Kim,Lighters Up
Lil Kim,Whoa
Lil' Kim,Whoa!
Lil Kim & 50 Cent,Magic Stick
Lil Kim & 50 Cent,Magic Stick (Vocal)
Lil' Kim & 50 Cent,Magic Stick
Lil' Kim & 50 Cent,Magic Stick (Duet)
Lil Kim & Missy Elliott,Can U Hear Me Now
Lil Kim & Missy Elliott,Can U Hear Me Now (Vocal)
Lil' Kim & Missy Elliott,Can U Hear Me Now
Lil' Kim & MR Cheeks,"Jump Off, The (Radio Version)"
Lil Kim & Mr. Cheeks,Jump Off
Lil' Kim & Mr. Cheeks,"Jump Off, The"
Lil' Kim & Mr. Cheeks,The Jump Off
Lil Kim & Sisqo,How Many Licks
Lil' Kim & Sisqo,How Many Licks
Lil Kim And 50 Cent,Magic Stick
Lil Kim And Missy Elliott,Can U Hear Me Now
Lil Mama,Lip Gloss
Lil Mama & Chris Brown & T-Pain,Shawty Get Loose
Lil Mama (Vocal),Lip Gloss
Lil Mo,Superwoman
Lil' Mo,Shoulda Known
Lil' Mo,Superwoman
Lil Mo & Fabolous,4 Ever
Lil Mo And Fabolous,4 Ever
Lil Red Riding Hood,Who's Afraid Of The Big Bad Wolf
Lil Red Riding Hood,Who's Afraid Of The Big Bad Wolf (Vocal)
Lil' Red Riding Hood,Sam The Sham & The Pharaohs
Lil Romeo,My Baby
Lil' Romeo,My Baby
Lil Romeo & Ms. Peaches,My Baby
Lil' Romeo & Ms. Peaches,My Baby
LIL ROMEO & N. CANNON,MY CINDERELLA
Lil Romeo & Nick Cannon,My Cinderella (Vocal)
Lil' Romeo & Nick Cannon,My Cinderella
Lil Romeo And Nick Cannon,My Cinderella
Lil Ru,Nasty Song
Lil' Ru,Nasty Song
Lil Scrappy,Money In The Bank
Lil Scrappy,Money In The Bank Wvocals
Lil Scrappy,No Problem
Lil Scrappy,No Problem (Vocal)
Lil' Scrappy,No Problem
Lil Scrappy & Stuey Rock,Bad (That's Her)
Lil Wayne,"Milli, A"
Lil Wayne,Go Dj
Lil Wayne,Hustler Musik
Lil Wayne,Hustler Muzik
Lil Wayne,Lollipop
Lil Wayne & Bobby Valentino,Mrs. Officer
Lil Wayne & Bobby Valentino,Mrs. Officer (Vocal)
Lil' Wayne & Bruno Mars,Mirror (Clean)
Lil' Wayne & Bruno Mars,Mirrors (Clean)
Lil Wayne & Static Major,Lollipop
Lil Wayne & Static Major Wvocal,Lollipop
Lil Wayne & T-Pain,Got Money
Lil' Wayne & T-Pain,Got Money
Lil' Wayne & T-Pain Wvocal,Got Money
Lil Wayne And Bobby Valentino,Mrs Officer
Lil Wayne And Static Major,Lollipop
Lil Wayne And T Pain,Got Money
Lil Wayne Wvocal,"Milli, A"
Lila McCann,Come A Little Closer
Lila McCann,I Wanna Fall In Love
Lilæ Wayne,Go Dj
Lil’ Chris,Checkin It Out
Lil’ Wayne,Go Dj
Lillix,It's About Time
Lillix,Its About Time
Lillix,Tomorrow
Lillix,Tomorrow (Linda Perry Top 40 Remix)
Lillix,What I Like About You
Lilly Allen,The Fear
Lilo & Stitch,"Tiki, Tiki, Tiki Room, The"
Lilo & Stitch Wvocal,"Tiki, Tiki, Tiki Room, The"
Lily Allen,22
Lily Allen,Air Balloon
Lily Allen,Alfie
Lily Allen,Hard Out Here (Clean)
Lily Allen,Ldn
Lily Allen,Littlest Things
Lily Allen,Our Time
Lily Allen,Smile
Lily Allen,Somewhere Only We Know
Lily Allen (Vocal),Smile
Lily Allen Pink Ft,True Love
"Lily, Amelia",You Bring Me Joy
Limahl,Never Ending Story
Limbo Rock,"Checker, Chubby"
Limi T 21,Aguantalo Ahi
Limi T 21,Como Tu Me Quiere A Mi
Limi T 21,El Tiempo Dira
Limi T 21,Y Dale
Limi- T 21,Como Tu Me Quiere A Mi
Limite,Acariciame
Limite,Alma Rebelde
Limite,Amiga Mia
Limite,Ay! Papacito (Uy! Daddy)
Limite,Con La Misma Piedra
Limite,El Principe
Limite,Estas Enamorada
Limite,Juguete
Limite,Por Encima De Todo
Limite,Solo Contigo
Limite,Soy Asi
Limite,Toque De Amor
Limite,Y Te Aprovechals
Limite,Y Te Aprovechals (Vocal)
Limite,Yo Sin Tu Amor
Limite 21,Estas En Enamorada
Limite 21,Estas Enamorada
Limite 21,Estas Enamorada (Vocal)
Limmie & The Family Cooking,You Can Do Magic
Limp Bizket,Behind Blue Eyes
Limp Bizkit,Behind Blue Eyes
Limp Bizkit,Boiler
Limp Bizkit,Break Stuff
Limp Bizkit,Crushed
Limp Bizkit,Don't Go Off Wandering
Limp Bizkit,Eat You Alive
Limp Bizkit,Faith
Limp Bizkit,Full Nelson
Limp Bizkit,My Generation
Limp Bizkit,My Way
Limp Bizkit,Nookie
Limp Bizkit,Re-Arranged
Limp Bizkit,ReArranged
Limp Bizkit,Rollin
Limp Bizkit,Rollin (Air Raid Vehicle)
Limp Bizkit,Rollin'
Limp Bizkit,Rollin' (Air Raid Vehicle)
Limp Bizkit,Rollin' (Urban Assault Vehicle)
Limp Bizkit,Rolling
Limp Bizkit,Take A Look Around
Limp Bizkit,Take A Look Around (M-I-2)
Limp Bizkit,Take A Look Around (MI2)
Limp Bizkit,Take A Look Around (Mi-2)
Limp Bizkit,Take A Look Around (Theme From Mi-2)
"Lincoln, Abbey",Street Of Dreams
"Lincoln, Abbey",Street Of Dreams (Vocal)
"Lind, Bob",Elusive Butterfly
Linda,"Mil Per Hora, A"
Linda,A 1000 X Hora
Linda Davis,Love Didn't Do It
LINDA RONSTADT,WHATS NEW
Linda Ronstadt,"Blue Train, The"
Linda Ronstadt,All My Life
Linda Ronstadt,Different Drum
Linda Ronstadt,Faithless Love
Linda Ronstadt,Heat Wave
Linda Ronstadt,How Do I Make You
Linda Ronstadt,It's So Easy
Linda Ronstadt,Just One Look
Linda Ronstadt,Ooh Baby Baby
Linda Ronstadt,Poor Poor Pitiful Me
Linda Ronstadt,Someone To Lay Down Beside Me
Linda Ronstadt,Somewhere Out There
Linda Ronstadt,That'll Be The Day
Linda Ronstadt,Track Of My Tears
Linda Ronstadt,Walk On
Linda Ronstadt,When Will I Be Loved
Linda Ronstadt,When You Wish Upon A Star
Linda Ronstadt,Your No Good
Linda Ronstadt & Aaron Neville,All My Life
Linda Ronstadt & Aaron Neville,Don't Know Much
Linda Ronstadt & James Ingram,Somewhere Out There
Linda Ronstadt (Vocal),It's So Easy
"Lindell, Eric",Give It Time
"Lindell, Eric W-Vocal",Give It Time
Lindisfarne,Lady Eleanor
Lindisfarne,Meet Me On The Corner
Lindisfarne,Run For Home
Lindsay,No Dream Impossible
LINDSAY LOHAN,DRAMA QUEEN
Lindsay Lohan,Confessions Of A Broken Heart
Lindsay Lohan,Drama Queen
Lindsay Lohan,First
Lindsay Lohan,I Live For The Day
Lindsay Lohan,Magnet
Lindsay Lohan,Over
Lindsay Lohan,Rumors
Lindsey Haun,Broken
"Lines, Aaron",It Takes A Man
"Lines, Aaron",Love Changes Everything
"Lines, Aaron",Love Changes Everything (Vocal)
"Lines, Aaron",Love Changes Everything W-Vocal
"Lines, Aaron",Wait'in On Wonderful
"Lines, Aaron",Waitin' On The Wonderful
"Lines, Aaron",You Can’t Hide Beautiful
"Lines, Aaron",You Can't Hide Beautiful
"Lines, Aaron",You Can't Hide Beautiful (Vocal)
Linkin Park,Bleed It Out
Linkin Park,Crawlin'
Linkin Park,Crawling
Linkin Park,Faint
Linkin Park,Forgotten
Linkin Park,In The End
Linkin Park,Leave Out All The Rest
Linkin Park,Lying From You
Linkin Park,Lying From You (Vocal)
Linkin Park,My December
Linkin Park,New Divide
Linkin Park,Numb
Linkin Park,One Step Closer
Linkin Park,Papercut 
Linkin Park,Papercut
Linkin Park,Points Of Authority
Linkin Park,Pushin' Me Away
Linkin Park,Pushing Me Away
Linkin Park,Rolling In The Deep (Live)
Linkin Park,Run Away
Linkin Park,Runaway 
Linkin Park,Runaway
Linkin Park,Shadow Of The Day
Linkin Park,Shadow Of The Day (Vocal)
Linkin Park,Somewhere I Belong
Linkin Park,Waiting For The End
Linkin Park,What I've Done
Linkin Park,With You
Linkin Park Wvocal,Shadow Of The Day
"Linton, Hal",Mind Control
"Linton, Hal",Mind Control (Vocal)
"Linton, Hal Wvocal",Mind Control
LIO,Rapture
Lio,Rapture
Lion King,Can You Feel The Love Tonigh
Lion King,Hakuna Matata
Lion King,I Just Can't Wait To Be King
Lion King,I Just Cant Wait To Be King
Lion King,The Circle Of Life
"Lion King, The",Be Prepared
"Lion King, The",Can You Feel The Love Tonight
"Lion King, The",Circle Of Life
"Lion King, The",Hakuna Matata
"Lion King, The",I Just Can't Wait To Be King
"Lion King, The",Queen Of The Jungle
"Lion King, The",Warthog Rhapsody
Lionel Cartwright,I Watched It All On My Radio
LIONEL RICHIE,All Night Long
Lionel Richie,All Night Long
Lionel Richie,I Call It Love
Lionel Richie,Just For You
Lionel Richie,My Tender Heart
Lionel Richie,Penny Lover
Lionel Richie,Say You Say Me
Lionel Richie & Diana Ross,Endless Love
"Lionel Richie, Feat, Iglesias, Enrique",To Love A Woman
"Lions, Tigers & Bears","Sullivan, Jazmine"
"Lippo, Fra Lippi",Later
Lipps InC,Funky Town
Lipps Inc,Funky Town
Lipps Inc,Funky Town (No Vocals)
Lipps Inc,Funkytown
Lipps Inc.,Funky Town
Lipps Inc.,Funkytown
"Lipps, Inc",Funky Town
"Lipps, Inc.",Funky Town
Lipstick,Back For Good (Dance Version)
Lipstick And Bruises,Lit
Lipstick On Your Collar,"Francis, Connie"
Liquid Gold,Dance Yourself Dizzy
Liquido,Narcotic
Lisa Brokop,Big Picture
Lisa Lisa & Cult Jam,All Cried Out
Lisa Lisa & Cult Jam,Head To Toe
Lisa Lisa & Cult Jam,Lost In Emotion
Lisa Lisa & The Cult Jam,All Cried Out
Lisa Lisa & The Cult Jam,All Cried Out (Duet)
Lisa Lisa & The Cult Jam,Head To Toe
Lisa Lisa & The Cult Jam,Lost In Emotion
Lisa Loeb,I Do
Lisa Loeb,I Do1
Lisa Maffia,In Love
Lisa Stansfield,All Around The World
Lisa Stansfield,All Woman
Lisa Stansfield,Change
Lisa Stansfield,Never Never Gonna Give You Up
Lisa Stansfield,This Is The Right Time
Lissie,When I'm Alone
Listen To A Country Song,"Anderson, Lynn"
Listen To Your Heart,Casey Donovan
Lit,Addicted
Lit,Lipstick & Bruises
Lit,Lipstick And Bruises
Lit,Miserable
Lit,My Own Worst Enemy
Lit,Over My Head
Lit,Zip-Lock
Little Anthony,Goin' Out Of My Head
Little Anthony,Hurts So Bad
Little Anthony,I Miss You So
Little Anthony,I'm On The Outside Looking In
Little Anthony,Shimmy Shimmy Ko-Ko-Bop
Little Anthony,Take Me Back
Little Anthony,Tears On My Pillow
Little Anthony,Wishful Thinking
Little Anthony & Imperials,"Shimmy, Shimmy Ko-Ko-Bop"
Little Anthony & Imperials,Goin' Out Of My Head
Little Anthony & Imperials,Hurt So Bad
Little Anthony & Imperials,Tears On My Pillow
Little Anthony & Imperials,Two People In The World
"Little Anthony & Imperials, The",Goin' Out Of My Head
"Little Anthony & Imperials, The",Shimmey Shimmy Ko Ko Bop
"Little Anthony & Imperials, The",Tears On My Pillow
Little Anthony & The Imperials,"Shimmy, Shimmy, Ko-Ko Bop"
Little Anthony & The Imperials,Goin' Out Of My Head
Little Anthony & The Imperials,Going Out Of My Head
Little Anthony & The Imperials,Going Out Of My Head Over You
Little Anthony & The Imperials,Hurt So Bad
Little Anthony & The Imperials,Hurts So Bad
Little Anthony & The Imperials,I Miss You So
Little Anthony & The Imperials,I'm On The Outside Looking In
Little Anthony & The Imperials,Just Two Kinds Of People
Little Anthony & The Imperials,Shimmey Shimmy Ko Ko Bop
Little Anthony & The Imperials,Shimmy Shimmy Ko Ko Bop
Little Anthony & The Imperials,Shimmy Shimmy Koko Bop
Little Anthony & The Imperials,Take Me Back
Little Anthony & The Imperials,Tears On My Pillow
Little Anthony & The Imperials,Tears On My Pillows
Little Anthony & The Imperials,Those Oldies But Goodies
Little Anthony & The Imperials,Wishful Thinking
Little Anthony And The Imperials,Tears On My Pillow
Little Bad Girl,"Guetta, David & Taio Cruz & Ludacris"
LITTLE BIG TOWN,BOONDOCKS
Little Big Town,"Little More You, A"
Little Big Town,A Little More You
Little Big Town,Bones
Little Big Town,Boondocks
Little Big Town,Boondocks (Vocal)
Little Big Town,Bring It On Home
Little Big Town,Bring It On Home (Radio Version)
Little Big Town,Bring It On Home (Vocal)
Little Big Town,Bring It On Home -
Little Big Town,Don’t Waste My Time
Little Big Town,Don't Waste My Time 
Little Big Town,Don't Waste My Time
Little Big Town,Don't Waste My Time (Vocal)
Little Big Town,Everything Changes
Little Big Town,Fine Line
Little Big Town,Fine Line (Vocal)
Little Big Town,Go Tell It On The Mountain
Little Big Town,Good As Gone
Little Big Town,Good Lord Willing
Little Big Town,Good Lord Willing (Vocal)
Little Big Town,Good Lord Willing Wvocal
Little Big Town,I'm With The Band
Little Big Town,Kiss Goodbye
Little Big Town,Little More You
Little Big Town,Little More You (Vocal)
Little Big Town,Little White Church
Little Big Town,Little White Church (Vocal)
Little Big Town,Looking For A Reason
Little Big Town,Pontoon
Little Big Town,Tornado
Little Big Town,We Go Together
Little Big Town Wvocal,Fine Line
Little Big Town Wvocal,Good As Gone
Little Big Town W-Vocal,"Little More You, A"
Little Big Town W-Vocal,Bring It On Home
Little Big Town W-Vocal,Fine Line
"Little Bit Of Soap, A","Jarmels, The"
Little Boots,Earthquake
Little Boots,New In Town
Little Boots,Remedy
Little Caesar & The Romans,Those Oldies But Goodies
Little Ceasar & The Romans,Those Oldies But Goodies
Little Ceasar And The Romans,Those Oldies But Goodies
Little Drummer Boy,"Seger, Bob"
LITTLE EVA,The Locomotion
Little Eva,"Loco Motion, The"
Little Eva,"Loco-Motion, The"
Little Eva,"Locomotion, The"
Little Eva,Keep Your Hands Off My Baby
Little Eva,Loco-Motion
Little Eva,Locomotion
Little Eva,Locomotion (Vocal)
Little Feat,Dixie Chicken
Little Feat,Fat Man In The Bathtub
Little Feat,Keepin' Up With The Joneses
Little Feat,Oh Atlanta
Little Feat,Old Folks Boogie
Little Feat,Time Loves A Hero
Little Feat,Willin'
Little Feet,Dixie Chicken
"Little Gasoline, A","Clark, Terri"
Little Girl Of Mine,Cleftones
"Little Girl, The","Montgomery, John Michael"
Little Goodbyes,Shedaisy
Little Jackie,"World Should Revolve Around Me, The"
Little Jimmy Dickens,Hillbilly Fever
Little Jimmy Dickens,May The Bird Of Paradise
Little Jimmy Dickens,May The Bird Of Paradise Fly Up Your Nose
Little Jimmy Osmond,Im Gonna Knock On Your Door
"Little Less Conversation, A","Presley, Elvis & J.X.L."
"Little Less Lonely, A","Allen, Jeff Wvocal"
